company_name,url,description,founders,funding_info,latest_funding_date,total_funding,key_investors,location,headquarters,social_links,success
Maybell Quantum,https://www.maybellquantum.com,Colorado-based quantum company building quantum hardware components and infrastructure for the quantum industry.,Corban Tillemann-Dick,"[{'round': 'Series A', 'amount': '$25M', 'lead_investor': 'Cerberus', 'year': 2024}, {'round': 'Series B', 'amount': '$40M', 'lead_investor': 'Addition', 'year': 2025}]",2025-09,$65M,"Cerberus, Addition","Denver, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
Maybell Quantum Industries,https://www.maybellquantum.com,Quantum computing company; raised $25 million in Series A funding in March 2024[2],Corban Tillemann-Dick,"[{'round': 'Series A', 'amount': '$25M', 'lead_investor': 'Cerberus Ventures', 'year': 2024}, {'round': 'Series B', 'amount': '$40M', 'lead_investor': 'Addition', 'year': 2025}]",2025-09,$65M,"Cerberus Ventures, Addition","Denver, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
Mesa Quantum,https://mesaquantum.com,"Boulder, Colorado-based quantum sensor startup founded by Sristy Agrawal, developed from CU Boulder research in collaboration with NIST",Sristy Agrawal,"Seed round, $3.7M, led by J2 Ventures, 2024; Additional funding of $1.9M from SpaceWERX for SBIR contract, 2024.",2024-09,$5.6M,"J2 Ventures, SOSV","Boulder, CO",Not found,"linkedin: https://www.linkedin.com/company/mesa-quantum/, crunchbase: Not found",Yes
Numerai,https://www.numer.ai,"Denver-based hedge fund using crowdsourced artificial intelligence models for stock market trades, raised $17.5M across 3 funding rounds",Not found,"3 funding rounds: $17.5M total raised, details on specific rounds and lead investors not provided.",Not found,$17.5M,"Union Square Ventures, Co-founder of Renaissance, Co-founder of Coinbase","Denver, CO",Not found,"twitter: https://x.com/numerai, linkedin: Not found, crunchbase: Not found",Yes
Octave Photonics,https://www.octavephotonics.com,Colorado-based photonics company providing components and infrastructure for quantum computing applications.,"David Carlson, Zach Newman","2019 DARPA grant co-awardee: Laser for Universal Microscale Optical Systems (LUMOS), 2021 Office of Naval Research grant co-awardee: Compact Rubidium Optical Clock (CROC), 2021 NASA Phase II SBIR recipient: Supercontinuum Waveguides for Extreme Radial Velocity Instrumentation (SWERVI), 2022 NASA Phase I SBIR recipient: Kerr-soliton On-chip Microcomb with Optimized Dispersion for Octave-spanning Output (KOMODO)",2022,Not found,"NASA, DARPA, Office of Naval Research","Boulder, CO",Not found,"linkedin: https://www.linkedin.com/company/octavephotonics, crunchbase: Not found",Yes
Onconaut Therapeutics Inc,https://www.onconaut.com,"Developing a first-in-class inhibitor of a protein that drives tumor growth, metastasis, and drug resistance in colorectal and other solid tumors. (Early-Stage Capital grant recipient, $246,868)","Dan LaBarbera, Neal Goodwin, Tony Piscopio, Rich Woessner, Joanna Money, Gavin Maitland","Early-Stage Capital grant recipient, $246,868",2022,"$246,868",,"Denver, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
Orbit Fab,https://www.orbitfab.com,Colorado-based aerospace startup with $42.2M funding,"Daniel Faber, Shawn Hendricks","Seed round: $42.2M, investors include Lockheed Martin and Northrop Grumman, year not specified.",Not found,$42.2M,"Lockheed Martin, Northrop Grumman","Lafayette, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
Pluto Biosciences,https://pluto.bio,Colorado-based biotech startup with $4.7M funding,Not found,"Seed: $4.7M, led by Kickstart, with continued support from Silverton Partners, 2023",2023,$4.7M,"Kickstart, Silverton Partners","Denver, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
Quantinuum,https://www.quantinuum.com,Quantum computing firm with $1.7 billion in total funding.,Ilyas Khan,Total funding of $1.7 billion. Specific funding rounds and details not provided.,Not found,$1.7 billion,,"Broomfield, CO",Not found,"twitter: https://x.com/QuantinuumQC, linkedin: https://www.linkedin.com/company/quantinuumqc/, youtube: https://www.youtube.com/@QuantinuumQC, crunchbase: Not found",Yes
QuikrStuff,https://www.quikrstuff.com,Bike rack manufacturer that opened during the 2020 pandemic and bootstrapped through supply chain challenges,"Bryan Wachs, Cal Phillips",Not found,Not found,Not found,,"Grand Junction, CO","806 South Ave, Grand Junction, CO 81501","youtube: https://www.youtube.com/channel/UCqzQEjhvJAzRYBTLz391TuA, facebook: https://www.facebook.com/quikrstuff, instagram: https://www.instagram.com/quikrstuff/, linkedin: Not found, crunchbase: Not found",Yes
Rewind AI,https://www.rewind.ai,"Founded 2020, Colorado-based AI startup","Dan Siroker, Paul Stamatiou, Brett Bejcek","Seed: $33M, Lead investors: Sam Altman, First Round Capital, Andreessen Horowitz, NEA, Year: 2023",2023,$33M,"Sam Altman, First Round Capital, Andreessen Horowitz, NEA","Denver, CO",Not found,"twitter: https://twitter.com/RewindAI/timelines/1603483782039887878, linkedin: Not found, crunchbase: Not found",Yes
Right Cream,https://rightcream.com,Colorado-based startup with $150K seed funding,Not found,"Seed, $150K, Not found, 2023",2023,$150K,,"Denver, CO","2423 S Downing St, Denver, CO 80210","instagram: https://www.instagram.com/rightcream, linkedin: Not found, crunchbase: Not found",Yes
Soona,https://soona.co,"Denver martech company founded in 2018, providing professional photo and video content creation services for ecommerce and marketing campaigns with $56.1M in VC funding from Bain Capital Ventures and Springbank Collective","Liz Giorgi, Hayley Anderson","[{'round': 'Series B', 'amount': '$35 million', 'lead_investor': 'Bain Capital Ventures', 'year': '2022'}, {'round': 'Seed/Series A', 'amount': '$16 million', 'lead_investors': 'Union Square Ventures, Matchstick Ventures, Starting Line Ventures, 2048 Ventures, Range Ventures', 'year': 'Not specified'}]",2022-01,$51 million,"Bain Capital Ventures, Union Square Ventures, Matchstick Ventures, Starting Line Ventures, 2048 Ventures, Range Ventures","Denver, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
SparkFun Electronics,https://www.sparkfun.com,"Boulder-based online retailer for circuit boards, microcontrollers, and hobbyist electronics founded in 2003 with annual revenue above $30 million",Nathan Seidle,"Grant: $3.0 million, not traditional venture capital.",Not found,$3.0 million,,"Niwot, CO","6333 Dry Creek Parkway, Niwot, CO 80503, United States","linkedin: https://www.linkedin.com/company/sparkfun-electronics, crunchbase: https://www.crunchbase.com/organization/sparkfun-electronics",Yes
SPI Shamrock Painting Inc.,https://www.shamrockpaintinginc.com,"Commercial painting & specialty coatings in Denver with $8.9M revenue and 62% growth rate, 60 employees",Gina Tumbarello Koert,Not found,Not found,Not found,,"Denver, CO","1277 South Cherokee Street, Denver, Colorado 80223, USA","facebook: https://www.facebook.com/shamrockpaintinginc/, instagram: https://www.instagram.com/shamrockpainting/, linkedin: https://www.linkedin.com/company/shamrock-painting-inc-, crunchbase: Not found",Yes
Starlight Software Solutions,https://www.starlightsoftwaresolutions.com,"Denver, Colorado - Information technology and software company with recent venture funding (specific amount and date available with subscription)",Bill Bradley,"Seed round, $1.11M, Cloquet Capital Partners, 2024-10",2024-10,$1.1M,Cloquet Capital Partners,"Denver, CO","181 E 56th Ave, Suite 501, Denver, Colorado 80216, United States","linkedin: Not found, crunchbase: Not found",Yes
TextUs,https://www.textus.com,SMS platform for businesses enabling real-time conversations. Raised $22M in Series C funding.,"Ted Guggenheim, Andrew Kimmell, Mike Hickman","[{'round': 'Series C', 'amount': '$22M', 'lead_investor': 'Eastside Partners', 'year': '2021'}, {'round': 'Series B', 'amount': '$5M', 'lead_investor': 'Not specified', 'year': '2020'}]",2021-12,$29.18M,"Eastside Partners, Access Venture Partners, Blossom Street Ventures, Paycheck Protection Program","Boulder, CO","1401 Walnut St, Suite 100, Boulder, Colorado 80302, United States","linkedin: Not found, crunchbase: Not found",Yes
The Regis Company,https://www.regiscompany.com,"Company that received Series A funding from Access Venture Partners on April 28, 2025.",Mike Vaughan,"[{'round': 'Seed', 'amount': '$3.5 million', 'lead_investor': 'Access Venture Partners', 'year': 2023}, {'round': 'Series A', 'amount': '$1.25 million', 'lead_investor': 'Access Venture Partners', 'year': 2025}]",2025-04,$4.75 million,"Access Venture Partners, Firebrand Ventures, FirstMile Ventures, Management Concepts","Golden, Colorado","600 W. 12th St., Suite 150, Golden, Colorado 80401, United States","linkedin: Not found, crunchbase: Not found",Yes
The Weather Changers Heating and Air,https://theweatherchangers.com,"Residential HVAC service and installation in Denver with $3.1M revenue and 34% growth rate, 10 employees","Chris Houchin, Samantha Houchin",Not found,Not found,Not found,,"Aurora, CO","6140 S Gun Club Rd, Aurora, CO 80016, USA","facebook: https://www.facebook.com/TheWeatherChangersHVAC/, twitter: https://twitter.com/WeatherChanHVAC, instagram: https://www.instagram.com/theweatherchangers/, linkedin: Not found, crunchbase: Not found",Yes
Torq,https://torq.io,Artificial intelligence company; raised $70 million in Series C funding in September 2024[2],"Ofer Smadari, Leonid Belkind, Eldad Livni","[{'round': 'Seed', 'amount': '$8M', 'lead_investor': 'Bessemer Venture Partners', 'year': '2020'}, {'round': 'Series A', 'amount': '$20M', 'lead_investor': 'Notable Capital', 'year': '2021'}, {'round': 'Series B', 'amount': '$50M', 'lead_investor': 'Insight Partners', 'year': '2021'}, {'round': 'Expanded Series B', 'amount': '$42M', 'year': '2024'}, {'round': 'Series C', 'amount': '$70M', 'lead_investor': 'Evolution Equity Partners', 'year': '2024'}]",2024-09,$192M,"Bessemer Venture Partners, Notable Capital, Insight Partners, Evolution Equity Partners, Greenfield Partners, Strait Capital","Denver, CO","205 Detroit Street, Denver, CO 80206, United States; HaMelacha 3, Floor 10–11, Tel Aviv, Israel","linkedin: Not found, crunchbase: Not found",Yes
TriSalus Lifesciences,https://www.trisaluslifesci.com,"Founded 2009, Colorado biotech company seeking to transform outcomes for patients with solid tumors",Not found,"[{'round': 'Late-stage private financing', 'amount': '$81.4 million', 'year': '2022'}, {'round': 'Not specified', 'amount': '$198.8 million', 'year': 'Not specified'}]",2022-11,$198.8 million,,"Westminster, CO","6272 West 91st Avenue, Westminster, CO 80031, United States","linkedin: https://www.linkedin.com/company/trisalus-life-sciences, crunchbase: https://www.crunchbase.com/organization/trisalus-life-sciences",Yes
Vantage Data Centers,https://www.vantage-dc.com,Data infrastructure company that has raised $33.6 billion in funding,Jim Trout,"Equity investments led by DigitalBridge Group and Silver Lake, including a $6.4B equity round (Jan 2024) and an upsized $9.2B equity investment (June 2024). Total capital raised ≈$19–26B.",2024-06,$33.6 billion,"DigitalBridge Group, Silver Lake, AustralianSuper, GIC, MEAG","Denver, CO","200 Clayton Street, Suite 450, Denver, CO 80206, USA","linkedin: Not found, crunchbase: Not found",Yes
Vega Surgical Inc,https://www.vegasurgical.com,"Developing a bedside neurosurgical procedure solution for treating chronic subdural hematomas. (Early-Stage Capital grant recipient, $250,000)","Joshua Seinfeld, MD, Michael Bojanowski, Zach Folzenlogen, MD",Not found,Not found,"$320,000",,"Aurora, CO","12635 E Montview Blvd, Suite 270, Aurora, CO 80045, United States","linkedin: Not found, crunchbase: Not found",Yes
Vero Networks,https://www.verofiber.com,"Colorado-based fiber network company founded in 2017, provides internet and data connectivity to schools, businesses, and homes",Matt Erickson,"[{'round': 'Preferred Equity', 'amount': '$80M', 'lead_investors': ['Delta-v Capital', 'Hamilton Lane'], 'year': '2024'}, {'round': 'Line of Credit', 'amount': '$240M', 'lead_investors': ['Hancock Whitney', 'Texas Capital Bank', 'UMB Financial', 'Hamilton Lane', 'Delta-v Capital'], 'year': '2025'}]",2025-02,$447M,"Delta-v Capital, Hamilton Lane, Hancock Whitney, Texas Capital Bank, UMB Financial","Boulder, CO","1023 Walnut Street, Boulder, Colorado, 80302, United States","facebook: https://www.facebook.com/veronetworks, linkedin: https://www.linkedin.com/company/vero-networks/, crunchbase: Not found",Yes
Virch Merch,https://www.virchmerchshop.com,"Colorado commerce startup, Pre-Seed stage with $175K funding (July 2024)","Mel David, Emily Harris",Pre-Seed: $175K (July 2024); Boost Program: $557.5K from Tach Ignite (Q4 2023),2024-07,$732.5K,Tach Ignite,"Denver, CO",Not found,"linkedin: https://www.linkedin.com/company/virch-merch/, crunchbase: https://www.crunchbase.com/organization/virch-merch",Yes
Vista Ventures,https://www.vistavp.com,"Early-stage venture capital firm based in Boulder, Colorado leveraging operational expertise to invest in software, digital media, and network sectors.",Catharine Merigold,"[{'round': 'Series A', 'amount': '$10M', 'lead_investors': 'Vista Ventures, co-investors', 'year': '2023'}, {'round': 'Series A', 'amount': 'Not disclosed', 'lead_investors': 'Vista Ventures', 'year': '2017'}, {'round': 'Series A', 'amount': 'Not disclosed', 'lead_investors': 'Vista Ventures', 'year': '2016'}]",2023-03,$75M,,"Boulder, CO","1011 Walnut Street, 4th Floor, Boulder, Colorado 80302, United States","twitter: https://teachfx.com/, linkedin: Not found, crunchbase: Not found",Yes
Volume Nine,https://www.v9digital.com,"Digital marketing in Denver with $2.6M revenue and 12% growth rate, 13 employees",Chuck Aikens,No disclosed Seed / Series A / B / C rounds; no venture capital funding.,Not found,Not found,,"Denver, CO","1312 17th St, Suite #942, Denver, CO 80202, United States","linkedin: Not found, crunchbase: Not found",Yes
Vona Oncology LLC,https://www.vonaoncology.com,"Developing a novel small molecule designed to target aggressive triple-negative breast cancer. (Early-Stage Capital grant recipient, $250,000)",Jim Lambert,"Non-dilutive grants totaling $3.3M; NIH NCI SBIR Fast Track award, State of Colorado Office of Economic Development and International Trade Advanced Industry Accelerator Early-Stage Capital Retention grant, $250,000 awarded in 2021.",2021,$3.3M,,"Aurora, CO","12635 E. Montview Blvd., Suite V15, Aurora, CO 80045, United States","linkedin: Not found, crunchbase: Not found",Yes
Vorto,https://vorto.ai,"Denver supply chain software startup founded in 2018, using AI to automate demand, procurement, logistics, and operations with $5.2M in funding",Priyesh Ranjan,"Other round, amount not disclosed, lead investor: Golden Gate Capital, year not specified.",Not found,$5.2M,Golden Gate Capital,"Denver, CO","1515 Wazee St, Suite 300, Denver, Colorado 80202, United States","twitter: https://www.propx.com/, linkedin: Not found, crunchbase: Not found",Yes
Work Simplr,https://worksimplr.com,"Education and cloud computing platform that raised $60,000 in pre-seed funding","Shrevan Marath, Jodi McPherson","Seed funding: $60,000 in pre-seed funding; Accelerator funding from Techstars Workforce Development Accelerator and Butler Accelerator for Education and Workforce Innovation; Acquisition funding from UPSKLS.",2022,"$60,000",UPSKLS,"Castle Rock, CO","2318 Fairway Wood Circle, Castle Rock, CO 80109, United States","facebook: https://www.facebook.com/103099938590988, instagram: https://www.instagram.com/worksimplr, linkedin: https://www.linkedin.com/company/upskls, twitter: https://www.x.com/worksimplr, youtube: https://www.youtube.com/c/UPSKLS/videos, crunchbase: Not found",Yes
Xcimer,https://xcimer.energy,"Denver, Colorado-based fusion energy company. Raised $100 million in Series A funding in 2024 led by Hedosophia, with participation from Breakthrough Energy Ventures and the Emerson Collective. Building prototype laser system for fusion technology.","Conner Galloway, Alexander Valys","{'Seed': {'amount': 'a few million dollars', 'year': 2022, 'investors': 'Not disclosed'}, 'Series A': {'amount': '$100 million', 'year': 2024, 'lead_investor': 'Hedosophia', 'other_investors': ['Breakthrough Energy Ventures', 'Lowercarbon Capital', 'Prelude Ventures', 'Emerson Collective', 'Gigascale Capital', 'Starlight Ventures']}, 'Non-dilutive funding': {'amount': '$9 million', 'source': 'U.S. Department of Energy’s Milestone-Based Fusion Development Program'}}",2024-06,$109 million,"Hedosophia, Breakthrough Energy Ventures, Lowercarbon Capital, Prelude Ventures, Emerson Collective, Gigascale Capital, Starlight Ventures","Denver, CO","10325 E 47th Avenue, Denver, CO 80238, United States","linkedin: Not found, crunchbase: Not found",Yes
Xcimer Energy,https://xcimer.energy,"Boulder, Colorado-based startup founded in 2021, size 1-50 employees, founders Alexander Valys and Conner Galloway","Conner Galloway, Alexander Valys",Seed/early-stage growth capital: $111 million from private investors; awarded $9 million from the U.S. Department of Energy's Milestone-Based Fusion Development Program. Total funding includes private capital and non-dilutive funding.,2023,$111 million,"Hedosophia Investments, Breakthrough Energy Ventures, Lowercarbon Capital, Prelude Ventures, Emerson Collective, Starlight Ventures, Wireframe Ventures, Gigascale Capital, Leitmotif","Denver, CO","10325 East 47th Avenue, Denver, CO 80238, United States","linkedin: Not found, crunchbase: Not found",Yes
Zed Industries,https://zed.dev,"Software or technology company; part of V1.VC's diverse portfolio across B2B AI, consumer, and frontier sectors","Nathan Sobo, Max Brunsfeld, Antonio Scandurra","[{'round': 'Seed', 'amount': 'Not publicly detailed', 'lead_investor': 'Not widely disclosed', 'year': '2021'}, {'round': 'Series A', 'amount': '$10 million', 'lead_investor': 'Redpoint Ventures', 'year': '2023'}, {'round': 'Series B', 'amount': '$32 million', 'lead_investor': 'Sequoia Capital', 'year': '2025'}]",2025-08,$42 million,"Sequoia Capital, Redpoint Ventures, Root Ventures, Matchstick Ventures, V1.VC","Denver, CO","2590 Welton St, Suite 200, PO Box 1916, Denver, CO 80205, United States","linkedin: Not found, crunchbase: Not found",Yes
Zipper,https://www.joinzipper.com,"Colorado design/tech startup, Pre-Seed stage with undisclosed funding (May 2024)","Chris, Kerry",Pre-Seed stage with undisclosed funding (May 2024),2024-05,Not disclosed,,"Colorado, USA",Not found,"facebook: https://www.facebook.com/joinzipper, instagram: https://www.instagram.com/joinzipper/, linkedin: https://www.linkedin.com/company/joinzipper, youtube: https://www.youtube.com/@joinzippercom, crunchbase: Not found",Yes
Sunday,https://getsunday.com,Offers lawn care products and services using data and science to simplify lawn maintenance for homeowners[3].,Not found,"[{'round': 'Seed', 'amount': 'Not disclosed', 'lead_investors': 'Not disclosed', 'year': 'Not disclosed'}, {'round': 'Series A', 'amount': '$100 million', 'lead_investors': 'Not disclosed', 'year': 'Not disclosed'}, {'round': 'Series B', 'amount': '$21 million', 'lead_investors': 'DST Global Partners', 'year': '2025'}]",2025,At least $121 million,DST Global Partners,"Boulder, CO","1434 Spruce St, Suite 100, Boulder, CO 80302, United States","linkedin: https://www.linkedin.com/company/sunday-lawn-care/, crunchbase: https://www.crunchbase.com/organization/sunday-lawn-care",Yes
Fetch,https://www.fetch.com,"Operates a mobile app for on-demand delivery from local businesses, offering multi-stop concierge delivery services for a wide range of products[5][1].","Wes Schroll, Tyler Kennedy",Not found,Not found,Not found,,"Madison, WI","1050 East Washington Avenue, 2nd Floor, Madison, Wisconsin 53703, United States","linkedin: https://www.linkedin.com/company/fetch-rewards, crunchbase: https://www.crunchbase.com/organization/fetch-rewards",Yes
Sana Benefits,https://www.sanabenefits.com,"Offers affordable health insurance plans for small and medium-sized businesses, leveraging technology to simplify benefits administration and lower costs[1].",Will Young,"[{'round': 'Seed', 'amount': 'Not disclosed', 'lead_investors': 'Gigafund, Trust Ventures', 'year': 'Pre-2020'}, {'round': 'Series A', 'amount': '$20.8M', 'lead_investors': 'Gigafund', 'year': '2020'}, {'round': 'Series A extension', 'amount': '$20M', 'lead_investors': 'Gigafund, Trust Ventures', 'year': '2021'}, {'round': 'Series B', 'amount': '$60M', 'lead_investors': 'Trust Ventures, Gigafund', 'year': '2022'}]",2022-06,$107M,"Gigafund, Trust Ventures, mark vc, American Family Ventures, Breyer Capital, JAM Fund, Liquid 2 Ventures","Austin, TX","310 Comal St, Suite 200, Austin, TX 78702, United States","linkedin: Not found, crunchbase: Not found",Yes
Caruso Ventures,https://carusoventures.com,Caruso Ventures is a private investment firm focused on tech and high-growth companies. Founded by Dan Caruso[5].,"Dan Caruso, Cindy Caruso",Seed: $500k to $1M; Series A: $1M to $2.5M; Series B+: Not specified; Lead investors: Not specified; Year: Not specified.,Not found,Not found,,"Boulder, CO","3333 23rd Street, Boulder, CO 80304, United States","twitter: https://getfreshx.com/, linkedin: https://www.linkedin.com/in/kylieheatherdoherty/, crunchbase: Not found",Yes
Liberty Global,https://www.libertyglobal.com,Liberty Global is a multinational telecommunications company. Mike Fries is CEO and board member[5].,"John C. Malone, Gene Schneider, Mike Fries",Not found,Not found,Not found,,"London, United Kingdom","120 King’s Road, London SW3 4TR, United Kingdom","linkedin: Not found, crunchbase: Not found",Yes
Flock Safety,https://www.flocksafety.com,"Develops security technology, including license plate reading cameras, to help communities and law enforcement reduce crime[3].","Garrett Langley, Matt Feury, Paige Todd","[{'round': 'Seed', 'amount': 'Not disclosed', 'lead_investors': ['Y Combinator'], 'year': '2017-2018'}, {'round': 'Series A', 'amount': 'Low-eight-figure', 'lead_investors': ['Matrix Partners'], 'year': '2018'}, {'round': 'Series B', 'amount': 'Mid-eight-figure', 'lead_investors': ['Not disclosed'], 'year': '2020'}, {'round': 'Series C', 'amount': 'Tens of millions of dollars', 'lead_investors': ['Meritech Capital', 'Y Combinator', 'Founders Fund', 'Bedrock', 'Initialized Capital', 'Matrix'], 'year': 'Late 2020'}, {'round': 'Subsequent growth rounds', 'amount': 'Not disclosed', 'lead_investors': ['Andreessen Horowitz', 'Tiger Global', 'Bedrock', 'Meritech', 'Matrix', 'Greenoaks', 'Sands Capital', 'Founders Fund', 'Kleiner Perkins'], 'year': 'Mid-2020s'}]",2020,Not disclosed,"Y Combinator, Matrix Partners, Meritech Capital, Andreessen Horowitz, Tiger Global","Atlanta, GA","1170 Howell Mill Road NW, Suite 210, Atlanta, GA 30318, United States","instagram: https://www.instagram.com/flocksafety/, youtube: https://youtube.com/@FlockSafety, linkedin: https://www.linkedin.com/company/flock-safety/, facebook: https://www.facebook.com/flocksafety, twitter: https://twitter.com/Flock_Safety, crunchbase: https://www.crunchbase.com/organization/flock-safety",Yes
Techstars,https://www.techstars.com,"Global platform for investment and innovation, providing accelerator programs and funding for startups[3].","David Cohen, Brad Feld, David Brown, Jared Polis","Pre-seed funding typically involves an initial standardized investment of $220,000 in exchange for 5% equity. Techstars has supported startups that have raised over $30 billion in total lifetime capital.",2025-04,$30.4B,,"Boulder, CO","1050 Walnut St, Suite 202, Boulder, CO 80302, USA","linkedin: https://www.linkedin.com/company/techstars/, instagram: https://www.instagram.com/techstars/, twitter: https://twitter.com/techstars, facebook: https://www.facebook.com/techstars, youtube: https://www.youtube.com/user/techstarstv, crunchbase: https://www.crunchbase.com/organization/techstars",Yes
Atom Computing,https://atom-computing.com,"Develops scalable quantum computers using neutral atoms, with headquarters in Boulder, Colorado. Atom Computing has raised significant venture capital and is a leading deep tech startup in quantum tec","Ben Bloom, Jonathan King","[{'round': 'Seed', 'amount': '$5M', 'lead_investors': ['1517 Fund', 'DCVC', 'BoxGroup', 'Caruso Ventures'], 'year': 2018}, {'round': 'Series A', 'amount': '$15M', 'lead_investors': ['Venrock', 'Innovation Endeavors', 'Prelude Ventures'], 'year': 2021}, {'round': 'Series B', 'amount': '$60M', 'lead_investors': ['Third Point Ventures', 'Prime Movers Lab', 'Innovation Endeavors', 'Venrock', 'Prelude Ventures'], 'year': 2022}]",2022,$80M - $180M,"1517 Fund, DCVC, BoxGroup, Caruso Ventures, Venrock, Innovation Endeavors, Prelude Ventures, Third Point Ventures, Prime Movers Lab","Berkeley, CA","1901 Fourth Street, Suite 200, Berkeley, CA 94710, United States","facebook: https://www.facebook.com/atomcomputing/, twitter: https://twitter.com/atom_computing?lang=en, linkedin: https://www.linkedin.com/company/atom-computing, youtube: https://www.youtube.com/channel/UCN9UBkmEs7aIGfFPrYFd9ZQ, crunchbase: Not found",Yes
Ampersand,https://www.ampersand.energy,"Provides AI-driven energy management solutions for commercial buildings, leveraging advanced data science and IoT. Founded in 2021 in Colorado, Ampersand has secured venture funding for its deep tech ",Not found,Not found,Not found,Not found,,Not found,Not found,"linkedin: Not found, crunchbase: Not found",Yes
LightDeck Diagnostics,https://www.lightdeckdx.com,,,,,,,,,,No
Airion Health,https://airionhealth.com,,,,,,,,,,No
Mosaic Materials (Colorado Office),https://mosaicmaterials.com,Develops advanced materials for carbon capture using metal-organic frameworks. Mosaic Materials has expanded operations and secured new VC funding for deep tech development in Colorado since 2020[2][1,"Thomas McDonald, Jeffrey R. Long","Raised under USD 2 million across several early rounds prior to acquisition; acquired by Baker Hughes on April 21, 2022.",2022-04,Under $2 million,"Baker Hughes, Cyclotron Road, Evok Innovations","Alameda, CA",Not found,"linkedin: Not found, crunchbase: Not found",Yes
Fulfilld,https://fulfilld.io,,,,,,,,,,No
LongPath Technologies,https://longpathtech.com,,,,,,,,,,No
Agilent Technologies,https://www.agilent.com,Provides hardware and software solutions for analytical laboratories; technical founding roots in scientific instrumentation[12].,"William Hewlett, David Packard",Not found,1999,$2.1 billion,,"Santa Clara, CA","Agilent Technologies, Inc.
5301 Stevens Creek Blvd
Santa Clara, CA 95051
United States","linkedin: Not found, crunchbase: Not found",Yes
Wajusoft,https://www.wajusoft.com,Software development company focused on early-stage startups and technical consulting; founded by software engineers[16].,Otoloye Oyeniran,Not found,Not found,Not found,,"San Francisco, CA","149 New Montgomery St, San Francisco, CA 94105, United States","linkedin: https://www.linkedin.com/company/wajusoft, instagram: https://www.instagram.com/wajusoft/, facebook: https://web.facebook.com/wajusoft/?_rdc=1&_rdr, twitter: https://twitter.com/wajusoft, crunchbase: Not found",Yes
Raptt,https://raptt.com,,,,,,,,,,No
BlueSuit,https://bluesuit.com,,,,,,,,,,No
Elenas,https://elenas.com,Social commerce platform enabling individuals in Latin America to sell products through social networks; Colorado-based and recently raised seed funding[9].,Zach Oschin,"[{'round': 'Seed', 'amount': '$2M', 'year': '2020', 'lead_investors': 'Not detailed'}, {'round': 'Series A', 'amount': '$6M', 'year': '2021', 'lead_investors': 'Leo Capital, FJ Labs, Meesho, Alpha4 Ventures'}, {'round': 'Series B', 'amount': '$20M', 'year': '2022', 'lead_investors': 'DILA Capital'}]",2022,$28M,"Leo Capital, FJ Labs, Meesho, Alpha4 Ventures, DILA Capital, Endeavor Catalyst, IDB Lab, Broadhaven Ventures, Mercado Libre, Grupo Bolivar","Bogotá, Colombia","Calle 74 No. 11 – 91, Bogotá 110231, Colombia","linkedin: Not found, crunchbase: Not found",Yes
DMC Biotechnologies,https://dmcbiotechnologies.com,,,,,,,,,,No
Flashback Technologies,https://flashbacktechnologies.com,,,,,,,,,,No
Nextworld,https://www.nextworld.com/,,,,,,,,,,No
Cast,https://www.cast.com/,,,,,,,,,,No
Beemmunity,https://beemmunity.com,Develops solutions to protect bees from pesticides using ingestible micro-particles; raised Series B funding[13].,James Webb,"Seed funding raised; no completed Series A, B, or C rounds documented.",Not found,Not found,,"Boulder, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
AOA Dx,https://aoadx.com,"Develops cancer diagnostics, focusing on early detection of ovarian cancer; raised Series B funding in 2023[5].","Oriana Papin‑Zoghbi, Anna Jeter, Alex Fisher","[{'round': 'Pre-seed', 'amount': '$2.5 million', 'lead_investor': 'Joyance Partners', 'year': 2021}, {'round': 'Seed', 'amount': '$5 million', 'lead_investor': 'Avestria Ventures', 'year': 2022}, {'round': 'Later financing', 'amount': '$17.2 million', 'lead_investor': 'Good Growth Capital', 'year': 2023}]",2023-07,$24.7 million,"Joyance Partners, Avestria Ventures, Good Growth Capital, Y Combinator, AlleyCorp, RH Capital, Olive Tree Capital, The Helm, Labcorp Venture Fund","Denver, CO","6860 Broadway, Unit B, Denver, CO 80221, United States","twitter: https://aoadx.com/careers-opportunities/, linkedin: Not found, crunchbase: Not found",Yes
