company_name,url,snippet,social_links,content_length,scrape_method,success
Tappy Technology,https://tappyguide.com/,Smart mobility and transportation solution for people with disabilities and seniors,,4272,playwright,Yes
Tempus,https://www.tempus.com,"Technology company advancing precision medicine through AI in healthcare, raised $930M across 10 funding rounds",,12096,requests,Yes
TextUs,https://www.textus.com,SMS platform for businesses enabling real-time conversations. Raised $22M in Series C funding.,,18848,requests,Yes
The Regis Company,https://www.regiscompany.com,"Company that received Series A funding from Access Venture Partners on April 28, 2025.",,8262,requests,Yes
The Weather Changers Heating and Air,https://theweatherchangers.com,"Residential HVAC service and installation in Denver with $3.1M revenue and 34% growth rate, 10 employees","facebook: https://www.facebook.com/TheWeatherChangersHVAC/, twitter: https://twitter.com/WeatherChanHVAC, instagram: https://www.instagram.com/theweatherchangers/",17377,requests,Yes
ThreatX,https://www.threatx.com,"Cloud-based web application security solution using entity behavior analysis for real-time threat detection, with latest portfolio exit on October 21, 2025",twitter: https://www.threatx.com/use-cases/prevent-sensitive-data-exposure/,3126,requests,Yes
Torq,https://torq.io,Artificial intelligence company; raised $70 million in Series C funding in September 2024[2],,2460,requests,Yes
Treet,https://www.treet.co,Technology company in V1.VC's portfolio,,15400,requests,Yes
TriSalus Lifesciences,https://www.trisaluslifesci.com,"Founded 2009, Colorado biotech company seeking to transform outcomes for patients with solid tumors",,2955,requests,Yes
Ursa Major,https://www.ursamajor.com,"Aerospace startup developing advanced rocket propulsion systems, recently raised a $100M Series D and is still private[5].",,1845,requests,Yes
Vantage Data Centers,https://www.vantage-dc.com,Data infrastructure company that has raised $33.6 billion in funding,,15392,requests,Yes
Vecna Robotics,https://www.vecnarobotics.com,"Robotics and tech company based in the United States, spin-off from Vecna Technologies",,8811,requests,Yes
Vega Surgical Inc,https://www.vegasurgical.com,"Developing a bedside neurosurgical procedure solution for treating chronic subdural hematomas. (Early-Stage Capital grant recipient, $250,000)",,3407,requests,Yes
Vero Networks,https://www.verofiber.com,"Colorado-based fiber network company founded in 2017, provides internet and data connectivity to schools, businesses, and homes","facebook: https://www.facebook.com/veronetworks, linkedin: https://www.linkedin.com/company/vero-networks/",4141,requests,Yes
Virch Merch,https://www.virchmerchshop.com,"Colorado commerce startup, Pre-Seed stage with $175K funding (July 2024)",,1385,requests,Yes
Vista Ventures,https://www.vistavp.com,"Early-stage venture capital firm based in Boulder, Colorado leveraging operational expertise to invest in software, digital media, and network sectors.",twitter: https://teachfx.com/,298,playwright,Yes
Voci Technologies,https://www.vocitec.com,"Founded in 2010, enables enterprises to extract actionable intelligence from voice data using speech-to-text transcription and speech analytics software",,5363,requests,Yes
Volume Nine,https://www.v9digital.com,"Digital marketing in Denver with $2.6M revenue and 12% growth rate, 13 employees",,15738,requests,Yes
Vona Oncology LLC,https://www.vonaoncology.com,"Developing a novel small molecule designed to target aggressive triple-negative breast cancer. (Early-Stage Capital grant recipient, $250,000)",,7381,requests,Yes
Vorto,https://vorto.ai,"Denver supply chain software startup founded in 2018, using AI to automate demand, procurement, logistics, and operations with $5.2M in funding",twitter: https://www.propx.com/,8134,requests,Yes
Warmly,https://www.warmly.ai,"AI-powered sales and marketing platform that identifies ideal website visitors and automates personalized engagement. Achieved 10,460% growth (2021-2024).",,5368,requests,Yes
Wavel.ai,https://wavel.ai,"Denver-based voice AI solution for scaling and localizing video content, raised $510K",,17566,requests,Yes
Webscale Networks,https://www.webscale.com,"Santa Clara, California-based company founded in 2012 by Vladimir Shestak, Robert Shires and James Smith, provides hybrid IT monitoring and analytics software",,6821,requests,Yes
Woodridge Software LLC,https://www.woodridgesoftware.com,"Customized software development in Lakewood, CO with $13.8M revenue and 40% growth rate, 88 employees",,0,requests,No
Work Simplr,https://worksimplr.com,"Education and cloud computing platform that raised $60,000 in pre-seed funding","facebook: https://www.facebook.com/103099938590988, instagram: https://www.instagram.com/worksimplr, linkedin: https://www.linkedin.com/company/upskls, twitter: https://www.x.com/worksimplr, youtube: https://www.youtube.com/c/UPSKLS/videos",4833,requests,Yes
Workit Health,https://www.workithealth.com,"Colorado-based company, Endeavor Outlier Unicorn status",youtube: https://www.youtube.com/embed/JRPux0PbNcw,11069,requests,Yes
Xcimer,https://xcimer.energy,"Denver, Colorado-based fusion energy company. Raised $100 million in Series A funding in 2024 led by Hedosophia, with participation from Breakthrough Energy Ventures and the Emerson Collective. Building prototype laser system for fusion technology.",,9150,requests,Yes
Xcimer Energy,https://xcimer.energy,"Boulder, Colorado-based startup founded in 2021, size 1-50 employees, founders Alexander Valys and Conner Galloway",,9150,requests,Yes
Xwing,https://www.xwing.com,"Artificial intelligence company founded in 2016, focused on autonomous aviation",,115,playwright,Yes
Zed Industries,https://zed.dev,"Software or technology company; part of V1.VC's diverse portfolio across B2B AI, consumer, and frontier sectors",,15660,requests,Yes
Zephr,https://www.zephr.com,"GPS technology company focused on enhancing GPS accuracy and consistency for mobile devices (Seed funding: $3.5 million, November 2023)",,9506,requests,Yes
Zipper,https://www.joinzipper.com,"Colorado design/tech startup, Pre-Seed stage with undisclosed funding (May 2024)","facebook: https://www.facebook.com/joinzipper, instagram: https://www.instagram.com/joinzipper/, linkedin: https://www.linkedin.com/company/joinzipper, youtube: https://www.youtube.com/@joinzippercom",10181,requests,Yes
"Zynga, Inc.",https://www.zynga.com,"Gaming company, notable Foundry Group investment","facebook: https://www.facebook.com/zynga, twitter: https://www.twitter.com/zynga, instagram: https://www.instagram.com/zynga, youtube: https://www.youtube.com/user/ZyngaNetwork, linkedin: https://www.linkedin.com/company/zynga/",9636,requests,Yes
